Scenario;Area;Year;Age;Years
SSP5;Seychelles;2070;25+;14.35
SSP5;Seychelles;2075;25+;14.58
SSP5;Seychelles;2080;25+;14.78
SSP5;Seychelles;2085;25+;14.96
SSP5;Seychelles;2090;25+;15.11
SSP5;Seychelles;2095;25+;15.25
SSP5;Seychelles;2100;25+;15.36
SSP5;Sierra Leone;2020;25+;4.6
SSP5;Sierra Leone;2025;25+;5.84
SSP5;Sierra Leone;2030;25+;7.1
SSP5;Sierra Leone;2035;25+;8.24
SSP5;Sierra Leone;2040;25+;9.25
SSP5;Sierra Leone;2045;25+;10.13
SSP5;Sierra Leone;2050;25+;10.87
SSP5;Sierra Leone;2055;25+;11.49
SSP5;Sierra Leone;2060;25+;12.03
SSP5;Sierra Leone;2065;25+;12.49
SSP5;Sierra Leone;2070;25+;12.9
SSP5;Sierra Leone;2075;25+;13.25
SSP5;Sierra Leone;2080;25+;13.54
SSP5;Sierra Leone;2085;25+;13.78
SSP5;Sierra Leone;2090;25+;13.98
SSP5;Sierra Leone;2095;25+;14.14
SSP5;Sierra Leone;2100;25+;14.27
SSP5;Singapore;2020;25+;12.26
SSP5;Singapore;2025;25+;12.39
SSP5;Singapore;2030;25+;12.5
SSP5;Singapore;2035;25+;12.6
SSP5;Singapore;2040;25+;12.7
SSP5;Singapore;2045;25+;12.79
SSP5;Singapore;2050;25+;12.86
SSP5;Singapore;2055;25+;12.92
SSP5;Singapore;2060;25+;12.95
SSP5;Singapore;2065;25+;12.97
SSP5;Singapore;2070;25+;12.98
SSP5;Singapore;2075;25+;12.99
SSP5;Singapore;2080;25+;13.01
SSP5;Singapore;2085;25+;13.05
SSP5;Singapore;2090;25+;13.1
SSP5;Singapore;2095;25+;13.16
SSP5;Singapore;2100;25+;13.22
SSP5;Slovakia;2020;25+;12.45
SSP5;Slovakia;2025;25+;12.64
SSP5;Slovakia;2030;25+;12.79
SSP5;Slovakia;2035;25+;12.94
SSP5;Slovakia;2040;25+;13.08
SSP5;Slovakia;2045;25+;13.22
SSP5;Slovakia;2050;25+;13.34
SSP5;Slovakia;2055;25+;13.46
SSP5;Slovakia;2060;25+;13.57
SSP5;Slovakia;2065;25+;13.68
SSP5;Slovakia;2070;25+;13.79
SSP5;Slovakia;2075;25+;13.89
SSP5;Slovakia;2080;25+;13.97
SSP5;Slovakia;2085;25+;14.03
SSP5;Slovakia;2090;25+;14.08
SSP5;Slovakia;2095;25+;14.13
SSP5;Slovakia;2100;25+;14.17
SSP5;Slovenia;2020;25+;11.75
SSP5;Slovenia;2025;25+;12.04
SSP5;Slovenia;2030;25+;12.29
SSP5;Slovenia;2035;25+;12.52
SSP5;Slovenia;2040;25+;12.75
SSP5;Slovenia;2045;25+;12.95
SSP5;Slovenia;2050;25+;13.14
SSP5;Slovenia;2055;25+;13.31
SSP5;Slovenia;2060;25+;13.46
SSP5;Slovenia;2065;25+;13.61
SSP5;Slovenia;2070;25+;13.75
SSP5;Slovenia;2075;25+;13.88
SSP5;Slovenia;2080;25+;14
SSP5;Slovenia;2085;25+;14.1
SSP5;Slovenia;2090;25+;14.18
SSP5;Slovenia;2095;25+;14.24
SSP5;Slovenia;2100;25+;14.29
SSP5;Solomon Islands;2020;25+;6.58
SSP5;Solomon Islands;2025;25+;7.24
SSP5;Solomon Islands;2030;25+;7.75
SSP5;Solomon Islands;2035;25+;8.24
SSP5;Solomon Islands;2040;25+;8.71
SSP5;Solomon Islands;2045;25+;9.12
SSP5;Solomon Islands;2050;25+;9.47
SSP5;Solomon Islands;2055;25+;9.76
SSP5;Solomon Islands;2060;25+;10.02
SSP5;Solomon Islands;2065;25+;10.25
SSP5;Solomon Islands;2070;25+;10.47
SSP5;Solomon Islands;2075;25+;10.66
SSP5;Solomon Islands;2080;25+;10.83
SSP5;Solomon Islands;2085;25+;10.98
SSP5;Solomon Islands;2090;25+;11.11
SSP5;Solomon Islands;2095;25+;11.23
SSP5;Solomon Islands;2100;25+;11.33
SSP5;Somalia;2020;25+;2.73
SSP5;Somalia;2025;25+;4.04
SSP5;Somalia;2030;25+;5.09
SSP5;Somalia;2035;25+;6.12
SSP5;Somalia;2040;25+;7.11
SSP5;Somalia;2045;25+;8.01
SSP5;Somalia;2050;25+;8.76
SSP5;Somalia;2055;25+;9.38
SSP5;Somalia;2060;25+;9.93
SSP5;Somalia;2065;25+;10.41
SSP5;Somalia;2070;25+;10.85
SSP5;Somalia;2075;25+;11.22
SSP5;Somalia;2080;25+;11.53
SSP5;Somalia;2085;25+;11.81
SSP5;Somalia;2090;25+;12.04
SSP5;Somalia;2095;25+;12.25
SSP5;Somalia;2100;25+;12.44
SSP5;South Africa;2020;25+;9.67
SSP5;South Africa;2025;25+;10.11
SSP5;South Africa;2030;25+;10.43
SSP5;South Africa;2035;25+;10.76
SSP5;South Africa;2040;25+;11.06
SSP5;South Africa;2045;25+;11.33
SSP5;South Africa;2050;25+;11.55
SSP5;South Africa;2055;25+;11.75
SSP5;South Africa;2060;25+;11.92
SSP5;South Africa;2065;25+;12.08
SSP5;South Africa;2070;25+;12.23
SSP5;South Africa;2075;25+;12.36
SSP5;South Africa;2080;25+;12.48
SSP5;South Africa;2085;25+;12.6
SSP5;South Africa;2090;25+;12.7
SSP5;South Africa;2095;25+;12.79
SSP5;South Africa;2100;25+;12.87
SSP5;South Sudan;2020;25+;2.6
SSP5;South Sudan;2025;25+;3.37
SSP5;South Sudan;2030;25+;4.29
SSP5;South Sudan;2035;25+;5.21
SSP5;South Sudan;2040;25+;6.12
SSP5;South Sudan;2045;25+;6.84
SSP5;South Sudan;2050;25+;7.43
SSP5;South Sudan;2055;25+;8
SSP5;South Sudan;2060;25+;8.54
SSP5;South Sudan;2065;25+;9.06
SSP5;South Sudan;2070;25+;9.54
SSP5;South Sudan;2075;25+;9.97
SSP5;South Sudan;2080;25+;10.34
SSP5;South Sudan;2085;25+;10.68
SSP5;South Sudan;2090;25+;10.99
SSP5;South Sudan;2095;25+;11.27
SSP5;South Sudan;2100;25+;11.52
SSP5;Spain;2020;25+;9.98
SSP5;Spain;2025;25+;10.41
SSP5;Spain;2030;25+;10.78
SSP5;Spain;2035;25+;11.12
SSP5;Spain;2040;25+;11.42
SSP5;Spain;2045;25+;11.67
SSP5;Spain;2050;25+;11.89
SSP5;Spain;2055;25+;12.09
SSP5;Spain;2060;25+;12.28
SSP5;Spain;2065;25+;12.45
SSP5;Spain;2070;25+;12.61
SSP5;Spain;2075;25+;12.76
SSP5;Spain;2080;25+;12.88
SSP5;Spain;2085;25+;13.01
SSP5;Spain;2090;25+;13.12
SSP5;Spain;2095;25+;13.21
SSP5;Spain;2100;25+;13.29
SSP5;Sri Lanka;2020;25+;10.32
SSP5;Sri Lanka;2025;25+;10.88
SSP5;Sri Lanka;2030;25+;11.42
SSP5;Sri Lanka;2035;25+;11.94
SSP5;Sri Lanka;2040;25+;12.42
SSP5;Sri Lanka;2045;25+;12.85
SSP5;Sri Lanka;2050;25+;13.23
SSP5;Sri Lanka;2055;25+;13.57
SSP5;Sri Lanka;2060;25+;13.88
SSP5;Sri Lanka;2065;25+;14.15
SSP5;Sri Lanka;2070;25+;14.4
SSP5;Sri Lanka;2075;25+;14.63
SSP5;Sri Lanka;2080;25+;14.83
SSP5;Sri Lanka;2085;25+;15.02
SSP5;Sri Lanka;2090;25+;15.2
SSP5;Sri Lanka;2095;25+;15.36
SSP5;Sri Lanka;2100;25+;15.5
SSP5;Sudan;2020;25+;4.9
SSP5;Sudan;2025;25+;5.86
SSP5;Sudan;2030;25+;6.61
SSP5;Sudan;2035;25+;7.38
SSP5;Sudan;2040;25+;8.12
SSP5;Sudan;2045;25+;8.8
SSP5;Sudan;2050;25+;9.36
SSP5;Sudan;2055;25+;9.83
SSP5;Sudan;2060;25+;10.24
SSP5;Sudan;2065;25+;10.62
SSP5;Sudan;2070;25+;10.97
SSP5;Sudan;2075;25+;11.29
SSP5;Sudan;2080;25+;11.59
SSP5;Sudan;2085;25+;11.84
SSP5;Sudan;2090;25+;12.07
SSP5;Sudan;2095;25+;12.27
SSP5;Sudan;2100;25+;12.46
SSP5;Suriname;2020;25+;9.82
SSP5;Suriname;2025;25+;10.41
SSP5;Suriname;2030;25+;10.87
SSP5;Suriname;2035;25+;11.31
SSP5;Suriname;2040;25+;11.71
SSP5;Suriname;2045;25+;12.09
SSP5;Suriname;2050;25+;12.44
SSP5;Suriname;2055;25+;12.75
SSP5;Suriname;2060;25+;13.04
SSP5;Suriname;2065;25+;13.3
SSP5;Suriname;2070;25+;13.55
SSP5;Suriname;2075;25+;13.79
SSP5;Suriname;2080;25+;14.01
SSP5;Suriname;2085;25+;14.2
SSP5;Suriname;2090;25+;14.38
SSP5;Suriname;2095;25+;14.53
SSP5;Suriname;2100;25+;14.67
SSP5;Swaziland;2020;25+;8.29
SSP5;Swaziland;2025;25+;9.07
SSP5;Swaziland;2030;25+;9.55
SSP5;Swaziland;2035;25+;10.01
SSP5;Swaziland;2040;25+;10.43
SSP5;Swaziland;2045;25+;10.8
SSP5;Swaziland;2050;25+;11.11
SSP5;Swaziland;2055;25+;11.38
SSP5;Swaziland;2060;25+;11.62
SSP5;Swaziland;2065;25+;11.85
SSP5;Swaziland;2070;25+;12.08
SSP5;Swaziland;2075;25+;12.3
SSP5;Swaziland;2080;25+;12.52
SSP5;Swaziland;2085;25+;12.71
SSP5;Swaziland;2090;25+;12.9
SSP5;Swaziland;2095;25+;13.07
SSP5;Swaziland;2100;25+;13.23
SSP5;Sweden;2020;25+;12.03
SSP5;Sweden;2025;25+;12.22
SSP5;Sweden;2030;25+;12.38
SSP5;Sweden;2035;25+;12.52
SSP5;Sweden;2040;25+;12.65
SSP5;Sweden;2045;25+;12.76
SSP5;Sweden;2050;25+;12.86
SSP5;Sweden;2055;25+;12.94
SSP5;Sweden;2060;25+;13.02
SSP5;Sweden;2065;25+;13.09
SSP5;Sweden;2070;25+;13.16
SSP5;Sweden;2075;25+;13.22
SSP5;Sweden;2080;25+;13.28
SSP5;Sweden;2085;25+;13.33
SSP5;Sweden;2090;25+;13.4
SSP5;Sweden;2095;25+;13.46
SSP5;Sweden;2100;25+;13.51
SSP5;Switzerland;2020;25+;12.75
SSP5;Switzerland;2025;25+;12.89
SSP5;Switzerland;2030;25+;13.02
SSP5;Switzerland;2035;25+;13.15
SSP5;Switzerland;2040;25+;13.28
SSP5;Switzerland;2045;25+;13.4
SSP5;Switzerland;2050;25+;13.52
SSP5;Switzerland;2055;25+;13.62
SSP5;Switzerland;2060;25+;13.72
SSP5;Switzerland;2065;25+;13.82
SSP5;Switzerland;2070;25+;13.91
SSP5;Switzerland;2075;25+;13.98
SSP5;Switzerland;2080;25+;14.06
SSP5;Switzerland;2085;25+;14.15
SSP5;Switzerland;2090;25+;14.23
SSP5;Switzerland;2095;25+;14.3
SSP5;Switzerland;2100;25+;14.36
SSP5;Syrian Arab Republic;2020;25+;6.81
SSP5;Syrian Arab Republic;2025;25+;7.53
SSP5;Syrian Arab Republic;2030;25+;8.2
SSP5;Syrian Arab Republic;2035;25+;8.82
SSP5;Syrian Arab Republic;2040;25+;9.3
SSP5;Syrian Arab Republic;2045;25+;9.64
SSP5;Syrian Arab Republic;2050;25+;9.97
SSP5;Syrian Arab Republic;2055;25+;10.27
SSP5;Syrian Arab Republic;2060;25+;10.56
SSP5;Syrian Arab Republic;2065;25+;10.83
SSP5;Syrian Arab Republic;2070;25+;11.06
SSP5;Syrian Arab Republic;2075;25+;11.27
SSP5;Syrian Arab Republic;2080;25+;11.46
SSP5;Syrian Arab Republic;2085;25+;11.63
SSP5;Syrian Arab Republic;2090;25+;11.79
SSP5;Syrian Arab Republic;2095;25+;11.93
SSP5;Syrian Arab Republic;2100;25+;12.08
SSP5;Taiwan Province of China;2020;25+;11.59
SSP5;Taiwan Province of China;2025;25+;11.84
SSP5;Taiwan Province of China;2030;25+;12.05
SSP5;Taiwan Province of China;2035;25+;12.23
SSP5;Taiwan Province of China;2040;25+;12.41
SSP5;Taiwan Province of China;2045;25+;12.58
SSP5;Taiwan Province of China;2050;25+;12.73
SSP5;Taiwan Province of China;2055;25+;12.86
SSP5;Taiwan Province of China;2060;25+;12.97
SSP5;Taiwan Province of China;2065;25+;13.06
SSP5;Taiwan Province of China;2070;25+;13.15
SSP5;Taiwan Province of China;2075;25+;13.23
SSP5;Taiwan Province of China;2080;25+;13.31
SSP5;Taiwan Province of China;2085;25+;13.37
SSP5;Taiwan Province of China;2090;25+;13.44
SSP5;Taiwan Province of China;2095;25+;13.49
SSP5;Taiwan Province of China;2100;25+;13.53
SSP5;Tajikistan;2020;25+;11.51
SSP5;Tajikistan;2025;25+;11.67
SSP5;Tajikistan;2030;25+;11.78
SSP5;Tajikistan;2035;25+;11.89
SSP5;Tajikistan;2040;25+;12.01
SSP5;Tajikistan;2045;25+;12.13
SSP5;Tajikistan;2050;25+;12.23
SSP5;Tajikistan;2055;25+;12.32
SSP5;Tajikistan;2060;25+;12.41
SSP5;Tajikistan;2065;25+;12.51
SSP5;Tajikistan;2070;25+;12.6
SSP5;Tajikistan;2075;25+;12.69
SSP5;Tajikistan;2080;25+;12.78
SSP5;Tajikistan;2085;25+;12.86
SSP5;Tajikistan;2090;25+;12.93
SSP5;Tajikistan;2095;25+;13
SSP5;Tajikistan;2100;25+;13.07
SSP5;Thailand;2020;25+;10.04
SSP5;Thailand;2025;25+;10.44
SSP5;Thailand;2030;25+;10.8
SSP5;Thailand;2035;25+;11.16
SSP5;Thailand;2040;25+;11.52
SSP5;Thailand;2045;25+;11.87
SSP5;Thailand;2050;25+;12.2
SSP5;Thailand;2055;25+;12.54
SSP5;Thailand;2060;25+;12.86
SSP5;Thailand;2065;25+;13.18
SSP5;Thailand;2070;25+;13.48
SSP5;Thailand;2075;25+;13.76
SSP5;Thailand;2080;25+;14.01
SSP5;Thailand;2085;25+;14.24
SSP5;Thailand;2090;25+;14.44
SSP5;Thailand;2095;25+;14.61
SSP5;Thailand;2100;25+;14.75
SSP5;The former Yugoslav Republic of Macedonia;2020;25+;10.54
SSP5;The former Yugoslav Republic of Macedonia;2025;25+;11.06
SSP5;The former Yugoslav Republic of Macedonia;2030;25+;11.43
SSP5;The former Yugoslav Republic of Macedonia;2035;25+;11.76
SSP5;The former Yugoslav Republic of Macedonia;2040;25+;12.08
SSP5;The former Yugoslav Republic of Macedonia;2045;25+;12.39
SSP5;The former Yugoslav Republic of Macedonia;2050;25+;12.68
SSP5;The former Yugoslav Republic of Macedonia;2055;25+;12.96
SSP5;The former Yugoslav Republic of Macedonia;2060;25+;13.23
SSP5;The former Yugoslav Republic of Macedonia;2065;25+;13.5
SSP5;The former Yugoslav Republic of Macedonia;2070;25+;13.76
SSP5;The former Yugoslav Republic of Macedonia;2075;25+;14.02
SSP5;The former Yugoslav Republic of Macedonia;2080;25+;14.27
SSP5;The former Yugoslav Republic of Macedonia;2085;25+;14.49
SSP5;The former Yugoslav Republic of Macedonia;2090;25+;14.68
SSP5;The former Yugoslav Republic of Macedonia;2095;25+;14.84
SSP5;The former Yugoslav Republic of Macedonia;2100;25+;14.97
SSP5;Timor-Leste;2020;25+;6.3
SSP5;Timor-Leste;2025;25+;7.56
SSP5;Timor-Leste;2030;25+;8.64
SSP5;Timor-Leste;2035;25+;9.55
SSP5;Timor-Leste;2040;25+;10.29
SSP5;Timor-Leste;2045;25+;10.92
SSP5;Timor-Leste;2050;25+;11.44
SSP5;Timor-Leste;2055;25+;11.89
SSP5;Timor-Leste;2060;25+;12.28
SSP5;Timor-Leste;2065;25+;12.62
SSP5;Timor-Leste;2070;25+;12.94
SSP5;Timor-Leste;2075;25+;13.22
SSP5;Timor-Leste;2080;25+;13.48
SSP5;Timor-Leste;2085;25+;13.71
SSP5;Timor-Leste;2090;25+;13.93
SSP5;Timor-Leste;2095;25+;14.12
SSP5;Timor-Leste;2100;25+;14.3
SSP5;Togo;2020;25+;5.64
SSP5;Togo;2025;25+;6.6
SSP5;Togo;2030;25+;7.56
SSP5;Togo;2035;25+;8.55
SSP5;Togo;2040;25+;9.48
SSP5;Togo;2045;25+;10.32
SSP5;Togo;2050;25+;11.01
SSP5;Togo;2055;25+;11.6
SSP5;Togo;2060;25+;12.1
SSP5;Togo;2065;25+;12.54
SSP5;Togo;2070;25+;12.92
SSP5;Togo;2075;25+;13.26
SSP5;Togo;2080;25+;13.55
SSP5;Togo;2085;25+;13.8
SSP5;Togo;2090;25+;14.01
SSP5;Togo;2095;25+;14.18
SSP5;Togo;2100;25+;14.33
SSP5;Tonga;2020;25+;10.81
SSP5;Tonga;2025;25+;11.32
SSP5;Tonga;2030;25+;11.78
SSP5;Tonga;2035;25+;12.21
SSP5;Tonga;2040;25+;12.61
SSP5;Tonga;2045;25+;12.96
SSP5;Tonga;2050;25+;13.25
SSP5;Tonga;2055;25+;13.5
SSP5;Tonga;2060;25+;13.73
SSP5;Tonga;2065;25+;13.95
SSP5;Tonga;2070;25+;14.16
SSP5;Tonga;2075;25+;14.38
SSP5;Tonga;2080;25+;14.58
SSP5;Tonga;2085;25+;14.77
SSP5;Tonga;2090;25+;14.94
SSP5;Tonga;2095;25+;15.09
SSP5;Tonga;2100;25+;15.21
SSP5;Trinidad and Tobago;2020;25+;11.29
SSP5;Trinidad and Tobago;2025;25+;11.58
SSP5;Trinidad and Tobago;2030;25+;11.85
SSP5;Trinidad and Tobago;2035;25+;12.13
SSP5;Trinidad and Tobago;2040;25+;12.41
SSP5;Trinidad and Tobago;2045;25+;12.67
SSP5;Trinidad and Tobago;2050;25+;12.92
SSP5;Trinidad and Tobago;2055;25+;13.13
SSP5;Trinidad and Tobago;2060;25+;13.34
SSP5;Trinidad and Tobago;2065;25+;13.53
SSP5;Trinidad and Tobago;2070;25+;13.72
SSP5;Trinidad and Tobago;2075;25+;13.9
SSP5;Trinidad and Tobago;2080;25+;14.08
SSP5;Trinidad and Tobago;2085;25+;14.24
SSP5;Trinidad and Tobago;2090;25+;14.38
SSP5;Trinidad and Tobago;2095;25+;14.5
SSP5;Trinidad and Tobago;2100;25+;14.61
SSP5;Tunisia;2020;25+;8.78
SSP5;Tunisia;2025;25+;9.6
SSP5;Tunisia;2030;25+;10.3
SSP5;Tunisia;2035;25+;11.01
SSP5;Tunisia;2040;25+;11.72
SSP5;Tunisia;2045;25+;12.37
SSP5;Tunisia;2050;25+;12.91
SSP5;Tunisia;2055;25+;13.38
SSP5;Tunisia;2060;25+;13.8
SSP5;Tunisia;2065;25+;14.18
SSP5;Tunisia;2070;25+;14.54
SSP5;Tunisia;2075;25+;14.88
SSP5;Tunisia;2080;25+;15.17
SSP5;Tunisia;2085;25+;15.43
SSP5;Tunisia;2090;25+;15.64
SSP5;Tunisia;2095;25+;15.81
SSP5;Tunisia;2100;25+;15.95
SSP5;Turkey;2020;25+;9.13
SSP5;Turkey;2025;25+;9.8
SSP5;Turkey;2030;25+;10.32
SSP5;Turkey;2035;25+;10.82
SSP5;Turkey;2040;25+;11.29
SSP5;Turkey;2045;25+;11.74
SSP5;Turkey;2050;25+;12.11
SSP5;Turkey;2055;25+;12.45
SSP5;Turkey;2060;25+;12.77
SSP5;Turkey;2065;25+;13.08
SSP5;Turkey;2070;25+;13.37
SSP5;Turkey;2075;25+;13.66
SSP5;Turkey;2080;25+;13.92
SSP5;Turkey;2085;25+;14.14
SSP5;Turkey;2090;25+;14.34
SSP5;Turkey;2095;25+;14.49
SSP5;Turkey;2100;25+;14.62
SSP5;Turkmenistan;2020;25+;10.72
SSP5;Turkmenistan;2025;25+;11.04
SSP5;Turkmenistan;2030;25+;11.26
SSP5;Turkmenistan;2035;25+;11.47
SSP5;Turkmenistan;2040;25+;11.7
SSP5;Turkmenistan;2045;25+;11.9
SSP5;Turkmenistan;2050;25+;12.09
SSP5;Turkmenistan;2055;25+;12.25
SSP5;Turkmenistan;2060;25+;12.4
SSP5;Turkmenistan;2065;25+;12.55
SSP5;Turkmenistan;2070;25+;12.7
SSP5;Turkmenistan;2075;25+;12.85
SSP5;Turkmenistan;2080;25+;12.99
SSP5;Turkmenistan;2085;25+;13.11
SSP5;Turkmenistan;2090;25+;13.21
SSP5;Turkmenistan;2095;25+;13.27
SSP5;Turkmenistan;2100;25+;13.33
SSP5;Uganda;2020;25+;6.78
SSP5;Uganda;2025;25+;8.03
SSP5;Uganda;2030;25+;8.96
SSP5;Uganda;2035;25+;9.81
SSP5;Uganda;2040;25+;10.55
SSP5;Uganda;2045;25+;11.19
SSP5;Uganda;2050;25+;11.71
SSP5;Uganda;2055;25+;12.16
SSP5;Uganda;2060;25+;12.54
SSP5;Uganda;2065;25+;12.88
SSP5;Uganda;2070;25+;13.2
SSP5;Uganda;2075;25+;13.49
SSP5;Uganda;2080;25+;13.75
SSP5;Uganda;2085;25+;13.98
SSP5;Uganda;2090;25+;14.19
SSP5;Uganda;2095;25+;14.38
SSP5;Uganda;2100;25+;14.54
SSP5;Ukraine;2020;25+;10.8
SSP5;Ukraine;2025;25+;11.01
SSP5;Ukraine;2030;25+;11.18
SSP5;Ukraine;2035;25+;11.35
SSP5;Ukraine;2040;25+;11.53
SSP5;Ukraine;2045;25+;11.69
SSP5;Ukraine;2050;25+;11.84
SSP5;Ukraine;2055;25+;12
SSP5;Ukraine;2060;25+;12.16
SSP5;Ukraine;2065;25+;12.32
SSP5;Ukraine;2070;25+;12.48
SSP5;Ukraine;2075;25+;12.64
SSP5;Ukraine;2080;25+;12.78
SSP5;Ukraine;2085;25+;12.91
SSP5;Ukraine;2090;25+;13.02
SSP5;Ukraine;2095;25+;13.11
SSP5;Ukraine;2100;25+;13.2
SSP5;United Arab Emirates;2020;25+;11.61
SSP5;United Arab Emirates;2025;25+;11.71
SSP5;United Arab Emirates;2030;25+;11.78
SSP5;United Arab Emirates;2035;25+;11.92
SSP5;United Arab Emirates;2040;25+;12.1
SSP5;United Arab Emirates;2045;25+;12.31
SSP5;United Arab Emirates;2050;25+;12.5
SSP5;United Arab Emirates;2055;25+;12.69
SSP5;United Arab Emirates;2060;25+;12.88
SSP5;United Arab Emirates;2065;25+;13.08
SSP5;United Arab Emirates;2070;25+;13.29
SSP5;United Arab Emirates;2075;25+;13.52
SSP5;United Arab Emirates;2080;25+;13.77
SSP5;United Arab Emirates;2085;25+;14
SSP5;United Arab Emirates;2090;25+;14.22
SSP5;United Arab Emirates;2095;25+;14.4
SSP5;United Arab Emirates;2100;25+;14.56
SSP5;United Kingdom of Great Britain and Northern Ireland;2020;25+;12.56
SSP5;United Kingdom of Great Britain and Northern Ireland;2025;25+;12.78
SSP5;United Kingdom of Great Britain and Northern Ireland;2030;25+;12.97
SSP5;United Kingdom of Great Britain and Northern Ireland;2035;25+;13.15
SSP5;United Kingdom of Great Britain and Northern Ireland;2040;25+;13.32
SSP5;United Kingdom of Great Britain and Northern Ireland;2045;25+;13.48
SSP5;United Kingdom of Great Britain and Northern Ireland;2050;25+;13.61
SSP5;United Kingdom of Great Britain and Northern Ireland;2055;25+;13.73
SSP5;United Kingdom of Great Britain and Northern Ireland;2060;25+;13.85
SSP5;United Kingdom of Great Britain and Northern Ireland;2065;25+;13.95
SSP5;United Kingdom of Great Britain and Northern Ireland;2070;25+;14.05
SSP5;United Kingdom of Great Britain and Northern Ireland;2075;25+;14.14
SSP5;United Kingdom of Great Britain and Northern Ireland;2080;25+;14.22
SSP5;United Kingdom of Great Britain and Northern Ireland;2085;25+;14.29
SSP5;United Kingdom of Great Britain and Northern Ireland;2090;25+;14.35
SSP5;United Kingdom of Great Britain and Northern Ireland;2095;25+;14.41
SSP5;United Kingdom of Great Britain and Northern Ireland;2100;25+;14.46
SSP5;United Republic of Tanzania;2020;25+;6.71
SSP5;United Republic of Tanzania;2025;25+;7.76
SSP5;United Republic of Tanzania;2030;25+;8.67
SSP5;United Republic of Tanzania;2035;25+;9.55
SSP5;United Republic of Tanzania;2040;25+;10.31
SSP5;United Republic of Tanzania;2045;25+;10.98
SSP5;United Republic of Tanzania;2050;25+;11.52
SSP5;United Republic of Tanzania;2055;25+;11.95
SSP5;United Republic of Tanzania;2060;25+;12.33
SSP5;United Republic of Tanzania;2065;25+;12.67
SSP5;United Republic of Tanzania;2070;25+;12.97
SSP5;United Republic of Tanzania;2075;25+;13.25
SSP5;United Republic of Tanzania;2080;25+;13.5
SSP5;United Republic of Tanzania;2085;25+;13.72
SSP5;United Republic of Tanzania;2090;25+;13.91
SSP5;United Republic of Tanzania;2095;25+;14.07
SSP5;United Republic of Tanzania;2100;25+;14.22
SSP5;United States Virgin Islands;2020;25+;9.33
SSP5;United States Virgin Islands;2025;25+;9.69
SSP5;United States Virgin Islands;2030;25+;10.07
SSP5;United States Virgin Islands;2035;25+;10.5
SSP5;United States Virgin Islands;2040;25+;10.94
SSP5;United States Virgin Islands;2045;25+;11.35
SSP5;United States Virgin Islands;2050;25+;11.7
SSP5;United States Virgin Islands;2055;25+;12.03
SSP5;United States Virgin Islands;2060;25+;12.33
SSP5;United States Virgin Islands;2065;25+;12.62
SSP5;United States Virgin Islands;2070;25+;12.88
SSP5;United States Virgin Islands;2075;25+;13.12
SSP5;United States Virgin Islands;2080;25+;13.33
SSP5;United States Virgin Islands;2085;25+;13.53
SSP5;United States Virgin Islands;2090;25+;13.71
SSP5;United States Virgin Islands;2095;25+;13.86
SSP5;United States Virgin Islands;2100;25+;14.01
SSP5;United States of America;2020;25+;12.34
SSP5;United States of America;2025;25+;12.43
SSP5;United States of America;2030;25+;12.51
SSP5;United States of America;2035;25+;12.59
SSP5;United States of America;2040;25+;12.67
SSP5;United States of America;2045;25+;12.75
SSP5;United States of America;2050;25+;12.82
SSP5;United States of America;2055;25+;12.89
SSP5;United States of America;2060;25+;12.96
SSP5;United States of America;2065;25+;13.03
SSP5;United States of America;2070;25+;13.1
SSP5;United States of America;2075;25+;13.17
SSP5;United States of America;2080;25+;13.23
SSP5;United States of America;2085;25+;13.28
SSP5;United States of America;2090;25+;13.34
SSP5;United States of America;2095;25+;13.38
SSP5;United States of America;2100;25+;13.42
SSP5;Uruguay;2020;25+;9.02
SSP5;Uruguay;2025;25+;9.45
SSP5;Uruguay;2030;25+;9.78
SSP5;Uruguay;2035;25+;10.08
SSP5;Uruguay;2040;25+;10.37
SSP5;Uruguay;2045;25+;10.62
SSP5;Uruguay;2050;25+;10.84
SSP5;Uruguay;2055;25+;11.03
SSP5;Uruguay;2060;25+;11.22
SSP5;Uruguay;2065;25+;11.41
SSP5;Uruguay;2070;25+;11.59
SSP5;Uruguay;2075;25+;11.77
SSP5;Uruguay;2080;25+;11.95
SSP5;Uruguay;2085;25+;12.12
SSP5;Uruguay;2090;25+;12.27
SSP5;Uruguay;2095;25+;12.42
SSP5;Uruguay;2100;25+;12.55
SSP5;Uzbekistan;2020;25+;11.05
SSP5;Uzbekistan;2025;25+;11.32
SSP5;Uzbekistan;2030;25+;11.53
SSP5;Uzbekistan;2035;25+;11.72
SSP5;Uzbekistan;2040;25+;11.9
SSP5;Uzbekistan;2045;25+;12.08
SSP5;Uzbekistan;2050;25+;12.23
SSP5;Uzbekistan;2055;25+;12.35
SSP5;Uzbekistan;2060;25+;12.46
SSP5;Uzbekistan;2065;25+;12.56
SSP5;Uzbekistan;2070;25+;12.65
SSP5;Uzbekistan;2075;25+;12.72
SSP5;Uzbekistan;2080;25+;12.79
SSP5;Uzbekistan;2085;25+;12.84
SSP5;Uzbekistan;2090;25+;12.88
SSP5;Uzbekistan;2095;25+;12.91
SSP5;Uzbekistan;2100;25+;12.95
SSP5;Vanuatu;2020;25+;7.03
SSP5;Vanuatu;2025;25+;7.91
SSP5;Vanuatu;2030;25+;8.57
SSP5;Vanuatu;2035;25+;9.28
SSP5;Vanuatu;2040;25+;9.96
