Scenario;Area;Period;Sex;Years
SSP3;Belarus;2090-2095;Female;86
SSP3;Belarus;2095-2100;Female;86.4
SSP3;Belgium;2020-2025;Female;84.1
SSP3;Belgium;2025-2030;Female;84.8
SSP3;Belgium;2030-2035;Female;85.4
SSP3;Belgium;2035-2040;Female;86
SSP3;Belgium;2040-2045;Female;86.6
SSP3;Belgium;2045-2050;Female;87.1
SSP3;Belgium;2050-2055;Female;87.7
SSP3;Belgium;2055-2060;Female;88.2
SSP3;Belgium;2060-2065;Female;88.8
SSP3;Belgium;2065-2070;Female;89.3
SSP3;Belgium;2070-2075;Female;89.9
SSP3;Belgium;2075-2080;Female;90.3
SSP3;Belgium;2080-2085;Female;90.8
SSP3;Belgium;2085-2090;Female;91.2
SSP3;Belgium;2090-2095;Female;91.6
SSP3;Belgium;2095-2100;Female;92.1
SSP3;Belize;2020-2025;Female;76.2
SSP3;Belize;2025-2030;Female;78.3
SSP3;Belize;2030-2035;Female;78.9
SSP3;Belize;2035-2040;Female;79.6
SSP3;Belize;2040-2045;Female;80.2
SSP3;Belize;2045-2050;Female;80.8
SSP3;Belize;2050-2055;Female;81.4
SSP3;Belize;2055-2060;Female;82.1
SSP3;Belize;2060-2065;Female;82.7
SSP3;Belize;2065-2070;Female;83.3
SSP3;Belize;2070-2075;Female;83.9
SSP3;Belize;2075-2080;Female;84.6
SSP3;Belize;2080-2085;Female;85.2
SSP3;Belize;2085-2090;Female;85.8
SSP3;Belize;2090-2095;Female;86.4
SSP3;Belize;2095-2100;Female;87
SSP3;Benin;2020-2025;Female;61.5
SSP3;Benin;2025-2030;Female;62.5
SSP3;Benin;2030-2035;Female;63.1
SSP3;Benin;2035-2040;Female;63.7
SSP3;Benin;2040-2045;Female;64.2
SSP3;Benin;2045-2050;Female;64.7
SSP3;Benin;2050-2055;Female;65.2
SSP3;Benin;2055-2060;Female;65.7
SSP3;Benin;2060-2065;Female;66.2
SSP3;Benin;2065-2070;Female;66.7
SSP3;Benin;2070-2075;Female;67.2
SSP3;Benin;2075-2080;Female;67.7
SSP3;Benin;2080-2085;Female;68.2
SSP3;Benin;2085-2090;Female;68.8
SSP3;Benin;2090-2095;Female;69.3
SSP3;Benin;2095-2100;Female;69.9
SSP3;Bhutan;2020-2025;Female;73.4
SSP3;Bhutan;2025-2030;Female;74
SSP3;Bhutan;2030-2035;Female;74.7
SSP3;Bhutan;2035-2040;Female;75.3
SSP3;Bhutan;2040-2045;Female;75.9
SSP3;Bhutan;2045-2050;Female;76.5
SSP3;Bhutan;2050-2055;Female;77.1
SSP3;Bhutan;2055-2060;Female;77.8
SSP3;Bhutan;2060-2065;Female;78.4
SSP3;Bhutan;2065-2070;Female;79
SSP3;Bhutan;2070-2075;Female;79.6
SSP3;Bhutan;2075-2080;Female;80.2
SSP3;Bhutan;2080-2085;Female;80.8
SSP3;Bhutan;2085-2090;Female;81.4
SSP3;Bhutan;2090-2095;Female;82
SSP3;Bhutan;2095-2100;Female;82.6
SSP3;Bolivia (Plurinational State of);2020-2025;Female;68.5
SSP3;Bolivia (Plurinational State of);2025-2030;Female;71.2
SSP3;Bolivia (Plurinational State of);2030-2035;Female;71.7
SSP3;Bolivia (Plurinational State of);2035-2040;Female;72.1
SSP3;Bolivia (Plurinational State of);2040-2045;Female;72.5
SSP3;Bolivia (Plurinational State of);2045-2050;Female;72.9
SSP3;Bolivia (Plurinational State of);2050-2055;Female;73.4
SSP3;Bolivia (Plurinational State of);2055-2060;Female;73.8
SSP3;Bolivia (Plurinational State of);2060-2065;Female;74.2
SSP3;Bolivia (Plurinational State of);2065-2070;Female;74.7
SSP3;Bolivia (Plurinational State of);2070-2075;Female;75.1
SSP3;Bolivia (Plurinational State of);2075-2080;Female;75.5
SSP3;Bolivia (Plurinational State of);2080-2085;Female;76
SSP3;Bolivia (Plurinational State of);2085-2090;Female;76.4
SSP3;Bolivia (Plurinational State of);2090-2095;Female;76.9
SSP3;Bolivia (Plurinational State of);2095-2100;Female;77.3
SSP3;Bosnia and Herzegovina;2020-2025;Female;78.1
SSP3;Bosnia and Herzegovina;2025-2030;Female;80
SSP3;Bosnia and Herzegovina;2030-2035;Female;80.6
SSP3;Bosnia and Herzegovina;2035-2040;Female;81.2
SSP3;Bosnia and Herzegovina;2040-2045;Female;81.8
SSP3;Bosnia and Herzegovina;2045-2050;Female;82.4
SSP3;Bosnia and Herzegovina;2050-2055;Female;82.9
SSP3;Bosnia and Herzegovina;2055-2060;Female;83.5
SSP3;Bosnia and Herzegovina;2060-2065;Female;84.1
SSP3;Bosnia and Herzegovina;2065-2070;Female;84.7
SSP3;Bosnia and Herzegovina;2070-2075;Female;85.2
SSP3;Bosnia and Herzegovina;2075-2080;Female;85.8
SSP3;Bosnia and Herzegovina;2080-2085;Female;86.3
SSP3;Bosnia and Herzegovina;2085-2090;Female;86.9
SSP3;Bosnia and Herzegovina;2090-2095;Female;87.4
SSP3;Bosnia and Herzegovina;2095-2100;Female;87.9
SSP3;Botswana;2020-2025;Female;64.8
SSP3;Botswana;2025-2030;Female;63.7
SSP3;Botswana;2030-2035;Female;63.6
SSP3;Botswana;2035-2040;Female;63.4
SSP3;Botswana;2040-2045;Female;63.2
SSP3;Botswana;2045-2050;Female;63
SSP3;Botswana;2050-2055;Female;62.8
SSP3;Botswana;2055-2060;Female;62.6
SSP3;Botswana;2060-2065;Female;62.5
SSP3;Botswana;2065-2070;Female;62.3
SSP3;Botswana;2070-2075;Female;62.2
SSP3;Botswana;2075-2080;Female;62.1
SSP3;Botswana;2080-2085;Female;62
SSP3;Botswana;2085-2090;Female;61.9
SSP3;Botswana;2090-2095;Female;61.9
SSP3;Botswana;2095-2100;Female;61.8
SSP3;Brazil;2020-2025;Female;77.4
SSP3;Brazil;2025-2030;Female;79.3
SSP3;Brazil;2030-2035;Female;79.8
SSP3;Brazil;2035-2040;Female;80.4
SSP3;Brazil;2040-2045;Female;80.9
SSP3;Brazil;2045-2050;Female;81.4
SSP3;Brazil;2050-2055;Female;81.9
SSP3;Brazil;2055-2060;Female;82.4
SSP3;Brazil;2060-2065;Female;82.9
SSP3;Brazil;2065-2070;Female;83.4
SSP3;Brazil;2070-2075;Female;83.8
SSP3;Brazil;2075-2080;Female;84.2
SSP3;Brazil;2080-2085;Female;84.6
SSP3;Brazil;2085-2090;Female;84.9
SSP3;Brazil;2090-2095;Female;85.3
SSP3;Brazil;2095-2100;Female;85.7
SSP3;Brunei Darussalam;2020-2025;Female;77.5
SSP3;Brunei Darussalam;2025-2030;Female;78.8
SSP3;Brunei Darussalam;2030-2035;Female;79.7
SSP3;Brunei Darussalam;2035-2040;Female;80.6
SSP3;Brunei Darussalam;2040-2045;Female;81.4
SSP3;Brunei Darussalam;2045-2050;Female;82.3
SSP3;Brunei Darussalam;2050-2055;Female;83.1
SSP3;Brunei Darussalam;2055-2060;Female;84
SSP3;Brunei Darussalam;2060-2065;Female;84.8
SSP3;Brunei Darussalam;2065-2070;Female;85.7
SSP3;Brunei Darussalam;2070-2075;Female;86.5
SSP3;Brunei Darussalam;2075-2080;Female;87.3
SSP3;Brunei Darussalam;2080-2085;Female;88.2
SSP3;Brunei Darussalam;2085-2090;Female;89
SSP3;Brunei Darussalam;2090-2095;Female;89.9
SSP3;Brunei Darussalam;2095-2100;Female;91
SSP3;Bulgaria;2020-2025;Female;76.5
SSP3;Bulgaria;2025-2030;Female;79.5
SSP3;Bulgaria;2030-2035;Female;80
SSP3;Bulgaria;2035-2040;Female;80.5
SSP3;Bulgaria;2040-2045;Female;81
SSP3;Bulgaria;2045-2050;Female;81.5
SSP3;Bulgaria;2050-2055;Female;82.1
SSP3;Bulgaria;2055-2060;Female;82.6
SSP3;Bulgaria;2060-2065;Female;83.1
SSP3;Bulgaria;2065-2070;Female;83.6
SSP3;Bulgaria;2070-2075;Female;84.1
SSP3;Bulgaria;2075-2080;Female;84.5
SSP3;Bulgaria;2080-2085;Female;85
SSP3;Bulgaria;2085-2090;Female;85.5
SSP3;Bulgaria;2090-2095;Female;86
SSP3;Bulgaria;2095-2100;Female;86.5
SSP3;Burkina Faso;2020-2025;Female;61.3
SSP3;Burkina Faso;2025-2030;Female;62.5
SSP3;Burkina Faso;2030-2035;Female;63
SSP3;Burkina Faso;2035-2040;Female;63.4
SSP3;Burkina Faso;2040-2045;Female;63.8
SSP3;Burkina Faso;2045-2050;Female;64.1
SSP3;Burkina Faso;2050-2055;Female;64.5
SSP3;Burkina Faso;2055-2060;Female;64.8
SSP3;Burkina Faso;2060-2065;Female;65.2
SSP3;Burkina Faso;2065-2070;Female;65.6
SSP3;Burkina Faso;2070-2075;Female;66
SSP3;Burkina Faso;2075-2080;Female;66.6
SSP3;Burkina Faso;2080-2085;Female;67
SSP3;Burkina Faso;2085-2090;Female;67.4
SSP3;Burkina Faso;2090-2095;Female;67.9
SSP3;Burkina Faso;2095-2100;Female;68.4
SSP3;Burundi;2020-2025;Female;63.2
SSP3;Burundi;2025-2030;Female;63.8
SSP3;Burundi;2030-2035;Female;64.1
SSP3;Burundi;2035-2040;Female;64.4
SSP3;Burundi;2040-2045;Female;64.5
SSP3;Burundi;2045-2050;Female;64.7
SSP3;Burundi;2050-2055;Female;64.8
SSP3;Burundi;2055-2060;Female;64.9
SSP3;Burundi;2060-2065;Female;65
SSP3;Burundi;2065-2070;Female;65.1
SSP3;Burundi;2070-2075;Female;65.3
SSP3;Burundi;2075-2080;Female;65.3
SSP3;Burundi;2080-2085;Female;65.4
SSP3;Burundi;2085-2090;Female;65.5
SSP3;Burundi;2090-2095;Female;65.6
SSP3;Burundi;2095-2100;Female;65.7
SSP3;Cambodia;2020-2025;Female;72.5
SSP3;Cambodia;2025-2030;Female;73.3
SSP3;Cambodia;2030-2035;Female;73.6
SSP3;Cambodia;2035-2040;Female;73.8
SSP3;Cambodia;2040-2045;Female;74
SSP3;Cambodia;2045-2050;Female;74.1
SSP3;Cambodia;2050-2055;Female;74.3
SSP3;Cambodia;2055-2060;Female;74.4
SSP3;Cambodia;2060-2065;Female;74.5
SSP3;Cambodia;2065-2070;Female;74.6
SSP3;Cambodia;2070-2075;Female;74.6
SSP3;Cambodia;2075-2080;Female;74.6
SSP3;Cambodia;2080-2085;Female;74.6
SSP3;Cambodia;2085-2090;Female;74.5
SSP3;Cambodia;2090-2095;Female;74.5
SSP3;Cambodia;2095-2100;Female;74.4
SSP3;Cameroon;2020-2025;Female;60.1
SSP3;Cameroon;2025-2030;Female;59
SSP3;Cameroon;2030-2035;Female;59.3
SSP3;Cameroon;2035-2040;Female;59.6
SSP3;Cameroon;2040-2045;Female;59.9
SSP3;Cameroon;2045-2050;Female;60.2
SSP3;Cameroon;2050-2055;Female;60.5
SSP3;Cameroon;2055-2060;Female;60.8
SSP3;Cameroon;2060-2065;Female;61.1
SSP3;Cameroon;2065-2070;Female;61.4
SSP3;Cameroon;2070-2075;Female;61.7
SSP3;Cameroon;2075-2080;Female;62
SSP3;Cameroon;2080-2085;Female;62.4
SSP3;Cameroon;2085-2090;Female;62.6
SSP3;Cameroon;2090-2095;Female;63
SSP3;Cameroon;2095-2100;Female;63.4
SSP3;Canada;2020-2025;Female;84.7
SSP3;Canada;2025-2030;Female;85.4
SSP3;Canada;2030-2035;Female;86
SSP3;Canada;2035-2040;Female;86.5
SSP3;Canada;2040-2045;Female;87.1
SSP3;Canada;2045-2050;Female;87.7
SSP3;Canada;2050-2055;Female;88.3
SSP3;Canada;2055-2060;Female;88.9
SSP3;Canada;2060-2065;Female;89.5
SSP3;Canada;2065-2070;Female;90.1
SSP3;Canada;2070-2075;Female;90.7
SSP3;Canada;2075-2080;Female;91.3
SSP3;Canada;2080-2085;Female;91.8
SSP3;Canada;2085-2090;Female;92.4
SSP3;Canada;2090-2095;Female;93
SSP3;Canada;2095-2100;Female;93.6
SSP3;Cape Verde;2020-2025;Female;79.3
SSP3;Cape Verde;2025-2030;Female;80.9
SSP3;Cape Verde;2030-2035;Female;81.3
SSP3;Cape Verde;2035-2040;Female;81.8
SSP3;Cape Verde;2040-2045;Female;82.2
SSP3;Cape Verde;2045-2050;Female;82.7
SSP3;Cape Verde;2050-2055;Female;83.1
SSP3;Cape Verde;2055-2060;Female;83.5
SSP3;Cape Verde;2060-2065;Female;84
SSP3;Cape Verde;2065-2070;Female;84.4
SSP3;Cape Verde;2070-2075;Female;84.8
SSP3;Cape Verde;2075-2080;Female;85.2
SSP3;Cape Verde;2080-2085;Female;85.6
SSP3;Cape Verde;2085-2090;Female;86
SSP3;Cape Verde;2090-2095;Female;86.4
SSP3;Cape Verde;2095-2100;Female;86.7
SSP3;Central African Republic;2020-2025;Female;54.5
SSP3;Central African Republic;2025-2030;Female;53.5
SSP3;Central African Republic;2030-2035;Female;54.3
SSP3;Central African Republic;2035-2040;Female;55
SSP3;Central African Republic;2040-2045;Female;55.6
SSP3;Central African Republic;2045-2050;Female;56.2
SSP3;Central African Republic;2050-2055;Female;56.9
SSP3;Central African Republic;2055-2060;Female;57.5
SSP3;Central African Republic;2060-2065;Female;58.1
SSP3;Central African Republic;2065-2070;Female;58.7
SSP3;Central African Republic;2070-2075;Female;59.3
SSP3;Central African Republic;2075-2080;Female;59.9
SSP3;Central African Republic;2080-2085;Female;60.5
SSP3;Central African Republic;2085-2090;Female;61.1
SSP3;Central African Republic;2090-2095;Female;61.7
SSP3;Central African Republic;2095-2100;Female;62.3
SSP3;Chad;2020-2025;Female;54.6
SSP3;Chad;2025-2030;Female;55.6
SSP3;Chad;2030-2035;Female;56.5
SSP3;Chad;2035-2040;Female;57.2
SSP3;Chad;2040-2045;Female;57.9
SSP3;Chad;2045-2050;Female;58.6
SSP3;Chad;2050-2055;Female;59.2
SSP3;Chad;2055-2060;Female;59.9
SSP3;Chad;2060-2065;Female;60.5
SSP3;Chad;2065-2070;Female;61.1
SSP3;Chad;2070-2075;Female;61.8
SSP3;Chad;2075-2080;Female;62.4
SSP3;Chad;2080-2085;Female;63
SSP3;Chad;2085-2090;Female;63.7
SSP3;Chad;2090-2095;Female;64.3
SSP3;Chad;2095-2100;Female;65
SSP3;Chile;2020-2025;Female;82.4
SSP3;Chile;2025-2030;Female;83.8
SSP3;Chile;2030-2035;Female;84.4
SSP3;Chile;2035-2040;Female;85.1
SSP3;Chile;2040-2045;Female;85.7
SSP3;Chile;2045-2050;Female;86.3
SSP3;Chile;2050-2055;Female;86.8
SSP3;Chile;2055-2060;Female;87.4
SSP3;Chile;2060-2065;Female;88
SSP3;Chile;2065-2070;Female;88.5
SSP3;Chile;2070-2075;Female;89
SSP3;Chile;2075-2080;Female;89.6
SSP3;Chile;2080-2085;Female;90.1
SSP3;Chile;2085-2090;Female;90.6
SSP3;Chile;2090-2095;Female;91
SSP3;Chile;2095-2100;Female;91.5
SSP3;China;2020-2025;Female;80.8
SSP3;China;2025-2030;Female;81
SSP3;China;2030-2035;Female;81.2
SSP3;China;2035-2040;Female;81.5
SSP3;China;2040-2045;Female;81.8
SSP3;China;2045-2050;Female;82
SSP3;China;2050-2055;Female;82.3
SSP3;China;2055-2060;Female;82.6
SSP3;China;2060-2065;Female;82.8
SSP3;China;2065-2070;Female;83
SSP3;China;2070-2075;Female;83.2
SSP3;China;2075-2080;Female;83.4
SSP3;China;2080-2085;Female;83.6
SSP3;China;2085-2090;Female;83.8
SSP3;China;2090-2095;Female;84
SSP3;China;2095-2100;Female;84.2
SSP3;Colombia;2020-2025;Female;78.3
SSP3;Colombia;2025-2030;Female;80.6
SSP3;Colombia;2030-2035;Female;81.1
SSP3;Colombia;2035-2040;Female;81.6
SSP3;Colombia;2040-2045;Female;82
SSP3;Colombia;2045-2050;Female;82.5
SSP3;Colombia;2050-2055;Female;83
SSP3;Colombia;2055-2060;Female;83.5
SSP3;Colombia;2060-2065;Female;83.9
SSP3;Colombia;2065-2070;Female;84.4
SSP3;Colombia;2070-2075;Female;84.9
SSP3;Colombia;2075-2080;Female;85.4
SSP3;Colombia;2080-2085;Female;85.8
SSP3;Colombia;2085-2090;Female;86.3
SSP3;Colombia;2090-2095;Female;86.8
SSP3;Colombia;2095-2100;Female;87.2
SSP3;Comoros;2020-2025;Female;65.8
SSP3;Comoros;2025-2030;Female;66.5
SSP3;Comoros;2030-2035;Female;66.7
SSP3;Comoros;2035-2040;Female;66.9
SSP3;Comoros;2040-2045;Female;67.1
SSP3;Comoros;2045-2050;Female;67.3
SSP3;Comoros;2050-2055;Female;67.5
SSP3;Comoros;2055-2060;Female;67.6
SSP3;Comoros;2060-2065;Female;67.8
SSP3;Comoros;2065-2070;Female;68
SSP3;Comoros;2070-2075;Female;68.2
SSP3;Comoros;2075-2080;Female;68.4
SSP3;Comoros;2080-2085;Female;68.5
SSP3;Comoros;2085-2090;Female;68.8
SSP3;Comoros;2090-2095;Female;69
SSP3;Comoros;2095-2100;Female;69.2
SSP3;Congo;2020-2025;Female;63
SSP3;Congo;2025-2030;Female;61.7
SSP3;Congo;2030-2035;Female;62.1
SSP3;Congo;2035-2040;Female;62.5
SSP3;Congo;2040-2045;Female;62.9
SSP3;Congo;2045-2050;Female;63.3
SSP3;Congo;2050-2055;Female;63.6
SSP3;Congo;2055-2060;Female;64
SSP3;Congo;2060-2065;Female;64.4
SSP3;Congo;2065-2070;Female;64.8
SSP3;Congo;2070-2075;Female;65.2
SSP3;Congo;2075-2080;Female;65.5
SSP3;Congo;2080-2085;Female;65.9
SSP3;Congo;2085-2090;Female;66.3
SSP3;Congo;2090-2095;Female;66.7
SSP3;Congo;2095-2100;Female;67.1
SSP3;Costa Rica;2020-2025;Female;81.3
SSP3;Costa Rica;2025-2030;Female;83
SSP3;Costa Rica;2030-2035;Female;83.5
SSP3;Costa Rica;2035-2040;Female;84.1
SSP3;Costa Rica;2040-2045;Female;84.6
SSP3;Costa Rica;2045-2050;Female;85.1
SSP3;Costa Rica;2050-2055;Female;85.6
SSP3;Costa Rica;2055-2060;Female;86.1
SSP3;Costa Rica;2060-2065;Female;86.6
SSP3;Costa Rica;2065-2070;Female;87.1
SSP3;Costa Rica;2070-2075;Female;87.6
SSP3;Costa Rica;2075-2080;Female;88.1
SSP3;Costa Rica;2080-2085;Female;88.6
SSP3;Costa Rica;2085-2090;Female;89.1
SSP3;Costa Rica;2090-2095;Female;89.6
SSP3;Costa Rica;2095-2100;Female;90.1
SSP3;Cote d'Ivoire;2020-2025;Female;58.3
SSP3;Cote d'Ivoire;2025-2030;Female;57.2
SSP3;Cote d'Ivoire;2030-2035;Female;57.9
SSP3;Cote d'Ivoire;2035-2040;Female;58.5
SSP3;Cote d'Ivoire;2040-2045;Female;59.1
SSP3;Cote d'Ivoire;2045-2050;Female;59.7
SSP3;Cote d'Ivoire;2050-2055;Female;60.3
SSP3;Cote d'Ivoire;2055-2060;Female;60.9
SSP3;Cote d'Ivoire;2060-2065;Female;61.5
SSP3;Cote d'Ivoire;2065-2070;Female;62.1
SSP3;Cote d'Ivoire;2070-2075;Female;62.6
SSP3;Cote d'Ivoire;2075-2080;Female;63.2
SSP3;Cote d'Ivoire;2080-2085;Female;63.9
SSP3;Cote d'Ivoire;2085-2090;Female;64.4
SSP3;Cote d'Ivoire;2090-2095;Female;65
SSP3;Cote d'Ivoire;2095-2100;Female;65.6
SSP3;Croatia;2020-2025;Female;81.4
SSP3;Croatia;2025-2030;Female;82.2
SSP3;Croatia;2030-2035;Female;82.8
SSP3;Croatia;2035-2040;Female;83.3
SSP3;Croatia;2040-2045;Female;83.9
SSP3;Croatia;2045-2050;Female;84.4
SSP3;Croatia;2050-2055;Female;85
SSP3;Croatia;2055-2060;Female;85.5
SSP3;Croatia;2060-2065;Female;86
SSP3;Croatia;2065-2070;Female;86.5
SSP3;Croatia;2070-2075;Female;87.1
SSP3;Croatia;2075-2080;Female;87.6
SSP3;Croatia;2080-2085;Female;88.1
SSP3;Croatia;2085-2090;Female;88.6
SSP3;Croatia;2090-2095;Female;89.2
SSP3;Croatia;2095-2100;Female;89.7
SSP3;Cuba;2020-2025;Female;79.7
SSP3;Cuba;2025-2030;Female;81.5
SSP3;Cuba;2030-2035;Female;82.1
SSP3;Cuba;2035-2040;Female;82.8
SSP3;Cuba;2040-2045;Female;83.4
SSP3;Cuba;2045-2050;Female;84.1
SSP3;Cuba;2050-2055;Female;84.7
SSP3;Cuba;2055-2060;Female;85.4
SSP3;Cuba;2060-2065;Female;86
SSP3;Cuba;2065-2070;Female;86.6
SSP3;Cuba;2070-2075;Female;87.3
SSP3;Cuba;2075-2080;Female;87.9
SSP3;Cuba;2080-2085;Female;88.6
SSP3;Cuba;2085-2090;Female;89.2
SSP3;Cuba;2090-2095;Female;89.8
SSP3;Cuba;2095-2100;Female;90.5
SSP3;Curaçao;2020-2025;Female;79.7
SSP3;Curaçao;2025-2030;Female;80.2
SSP3;Curaçao;2030-2035;Female;80.4
SSP3;Curaçao;2035-2040;Female;80.5
SSP3;Curaçao;2040-2045;Female;80.7
SSP3;Curaçao;2045-2050;Female;80.8
SSP3;Curaçao;2050-2055;Female;81
SSP3;Curaçao;2055-2060;Female;81.1
SSP3;Curaçao;2060-2065;Female;81.3
SSP3;Curaçao;2065-2070;Female;81.4
SSP3;Curaçao;2070-2075;Female;81.6
SSP3;Curaçao;2075-2080;Female;81.7
SSP3;Curaçao;2080-2085;Female;81.9
SSP3;Curaçao;2085-2090;Female;82
SSP3;Curaçao;2090-2095;Female;82.2
SSP3;Curaçao;2095-2100;Female;82.4
SSP3;Cyprus;2020-2025;Female;83.6
SSP3;Cyprus;2025-2030;Female;84.3
SSP3;Cyprus;2030-2035;Female;84.8
SSP3;Cyprus;2035-2040;Female;85.4
SSP3;Cyprus;2040-2045;Female;85.9
SSP3;Cyprus;2045-2050;Female;86.4
SSP3;Cyprus;2050-2055;Female;87
SSP3;Cyprus;2055-2060;Female;87.5
SSP3;Cyprus;2060-2065;Female;88.1
SSP3;Cyprus;2065-2070;Female;88.6
SSP3;Cyprus;2070-2075;Female;89.1
SSP3;Cyprus;2075-2080;Female;89.7
SSP3;Cyprus;2080-2085;Female;90.2
SSP3;Cyprus;2085-2090;Female;90.7
SSP3;Cyprus;2090-2095;Female;91.2
SSP3;Cyprus;2095-2100;Female;91.8
SSP3;Czech Republic;2020-2025;Female;81.7
SSP3;Czech Republic;2025-2030;Female;82.9
SSP3;Czech Republic;2030-2035;Female;83.4
SSP3;Czech Republic;2035-2040;Female;84
SSP3;Czech Republic;2040-2045;Female;84.5
SSP3;Czech Republic;2045-2050;Female;85
SSP3;Czech Republic;2050-2055;Female;85.6
SSP3;Czech Republic;2055-2060;Female;86.1
SSP3;Czech Republic;2060-2065;Female;86.7
SSP3;Czech Republic;2065-2070;Female;87.2
SSP3;Czech Republic;2070-2075;Female;87.7
SSP3;Czech Republic;2075-2080;Female;88.1
SSP3;Czech Republic;2080-2085;Female;88.6
SSP3;Czech Republic;2085-2090;Female;89
SSP3;Czech Republic;2090-2095;Female;89.4
SSP3;Czech Republic;2095-2100;Female;89.7
SSP3;Democratic People's Republic of Korea;2020-2025;Female;76
SSP3;Democratic People's Republic of Korea;2025-2030;Female;76.7
SSP3;Democratic People's Republic of Korea;2030-2035;Female;77.2
SSP3;Democratic People's Republic of Korea;2035-2040;Female;77.7
SSP3;Democratic People's Republic of Korea;2040-2045;Female;78.3
SSP3;Democratic People's Republic of Korea;2045-2050;Female;78.8
SSP3;Democratic People's Republic of Korea;2050-2055;Female;79.3
SSP3;Democratic People's Republic of Korea;2055-2060;Female;79.8
SSP3;Democratic People's Republic of Korea;2060-2065;Female;80.3
SSP3;Democratic People's Republic of Korea;2065-2070;Female;80.8
SSP3;Democratic People's Republic of Korea;2070-2075;Female;81.3
SSP3;Democratic People's Republic of Korea;2075-2080;Female;81.8
SSP3;Democratic People's Republic of Korea;2080-2085;Female;82.3
SSP3;Democratic People's Republic of Korea;2085-2090;Female;82.8
SSP3;Democratic People's Republic of Korea;2090-2095;Female;83.3
SSP3;Democratic People's Republic of Korea;2095-2100;Female;83.8
SSP3;Democratic Republic of the Congo;2020-2025;Female;61.3
SSP3;Democratic Republic of the Congo;2025-2030;Female;62
SSP3;Democratic Republic of the Congo;2030-2035;Female;62.3
SSP3;Democratic Republic of the Congo;2035-2040;Female;62.6
SSP3;Democratic Republic of the Congo;2040-2045;Female;62.9
SSP3;Democratic Republic of the Congo;2045-2050;Female;63.1
SSP3;Democratic Republic of the Congo;2050-2055;Female;63.4
SSP3;Democratic Republic of the Congo;2055-2060;Female;63.7
SSP3;Democratic Republic of the Congo;2060-2065;Female;64
SSP3;Democratic Republic of the Congo;2065-2070;Female;64.3
SSP3;Democratic Republic of the Congo;2070-2075;Female;64.5
SSP3;Democratic Republic of the Congo;2075-2080;Female;64.7
SSP3;Democratic Republic of the Congo;2080-2085;Female;65
SSP3;Democratic Republic of the Congo;2085-2090;Female;65.2
SSP3;Democratic Republic of the Congo;2090-2095;Female;65.5
SSP3;Democratic Republic of the Congo;2095-2100;Female;65.7
SSP3;Denmark;2020-2025;Female;83.6
SSP3;Denmark;2025-2030;Female;84
SSP3;Denmark;2030-2035;Female;84.5
SSP3;Denmark;2035-2040;Female;85
SSP3;Denmark;2040-2045;Female;85.4
SSP3;Denmark;2045-2050;Female;85.9
SSP3;Denmark;2050-2055;Female;86.4
SSP3;Denmark;2055-2060;Female;86.9
SSP3;Denmark;2060-2065;Female;87.3
SSP3;Denmark;2065-2070;Female;87.8
SSP3;Denmark;2070-2075;Female;88.2
SSP3;Denmark;2075-2080;Female;88.7
SSP3;Denmark;2080-2085;Female;89.1
SSP3;Denmark;2085-2090;Female;89.6
SSP3;Denmark;2090-2095;Female;90
SSP3;Denmark;2095-2100;Female;90.4
SSP3;Djibouti;2020-2025;Female;65.1
SSP3;Djibouti;2025-2030;Female;66.1
SSP3;Djibouti;2030-2035;Female;66.6
SSP3;Djibouti;2035-2040;Female;67
SSP3;Djibouti;2040-2045;Female;67.4
SSP3;Djibouti;2045-2050;Female;67.7
SSP3;Djibouti;2050-2055;Female;68.1
SSP3;Djibouti;2055-2060;Female;68.5
SSP3;Djibouti;2060-2065;Female;68.8
SSP3;Djibouti;2065-2070;Female;69.2
SSP3;Djibouti;2070-2075;Female;69.5
SSP3;Djibouti;2075-2080;Female;69.9
SSP3;Djibouti;2080-2085;Female;70.3
SSP3;Djibouti;2085-2090;Female;70.7
SSP3;Djibouti;2090-2095;Female;71.1
SSP3;Djibouti;2095-2100;Female;71.5
SSP3;Dominican Republic;2020-2025;Female;77
SSP3;Dominican Republic;2025-2030;Female;77.7
SSP3;Dominican Republic;2030-2035;Female;78.2
SSP3;Dominican Republic;2035-2040;Female;78.8
SSP3;Dominican Republic;2040-2045;Female;79.3
SSP3;Dominican Republic;2045-2050;Female;79.8
SSP3;Dominican Republic;2050-2055;Female;80.3
SSP3;Dominican Republic;2055-2060;Female;80.9
SSP3;Dominican Republic;2060-2065;Female;81.4
SSP3;Dominican Republic;2065-2070;Female;81.9
SSP3;Dominican Republic;2070-2075;Female;82.4
SSP3;Dominican Republic;2075-2080;Female;82.9
SSP3;Dominican Republic;2080-2085;Female;83.4
SSP3;Dominican Republic;2085-2090;Female;84
SSP3;Dominican Republic;2090-2095;Female;84.5
SSP3;Dominican Republic;2095-2100;Female;85
SSP3;Ecuador;2020-2025;Female;78.8
SSP3;Ecuador;2025-2030;Female;80.7
SSP3;Ecuador;2030-2035;Female;81.2
SSP3;Ecuador;2035-2040;Female;81.7
SSP3;Ecuador;2040-2045;Female;82.2
