"iso3","year","conflict","trade","exp_health","exp_edu"
"LBY",2015,1,-2.34322482248164,-0.316904992154324,-1.29868118987484
"LBY",2016,1,-2.58327960459444,-0.272222298180098,-1.05018196488275
"LBY",2017,1,-2.47948737696654,-0.454707453660091,-0.87978393457445
"LBY",2018,1,-2.25203929686443,-0.358878495586346,-1.00925828751339
"LBY",2019,1,-2.08003001220364,-0.475716086259212,-1.06217517199536
"LBY",2020,1,-1.82412257473238,-0.669571685549183,-0.801415678284976
"LBY",2021,0,-1.90183676648819,-0.641856897657157,-0.752754066257608
"LTU",1990,0,-1.8510430660089,-1.59306831681174,-0.632342415717081
"LTU",1991,1,-2.18675692123661,-1.3871653156379,-0.469628263412246
"LTU",1992,0,-2.00168308222431,-1.1874070888515,-0.888601728013144
"LTU",1993,0,-2.28410083381427,-1.0489030428921,-0.968817169498646
"LTU",1994,0,-2.38591732759648,-0.911649922896344,-1.04012458618751
"LTU",1995,0,-2.00691527774433,-0.962229474825862,-1.10359432088377
"LTU",1996,0,-1.92274984360712,-1.03461480203419,-1.07669144687733
"LTU",1997,0,-1.85690691439119,-1.1077858562636,-1.05324779978042
"LTU",1998,0,-1.95827526707145,-1.05621444980774,-0.881919959911904
"LTU",1999,0,-2.11836503223159,-0.815693188561027,-0.960109178177989
"LTU",2000,0,-2.02364660052804,-0.954543663817991,-0.822295656159461
"LTU",2001,0,-1.91818292612239,-0.937690086726322,-0.95524484368026
"LTU",2002,0,-1.85253299396176,-0.86832395081248,-1.02283351238609
"LTU",2003,0,-1.8738821954434,-0.834232114438197,-1.16375875001433
"LTU",2004,0,-1.81443531359567,-1.13367289904747,-0.846203904581872
"LTU",2005,0,-1.70143431189255,-1.10159903251644,-1.02337551784067
"LTU",2006,0,-1.64475477453729,-1.04419813413217,-1.05169127315417
"LTU",2007,0,-1.71071052297873,-0.999209819858851,-0.954642067038011
"LTU",2008,0,-1.6244969929234,-0.885260575478954,-1.02524240666161
"LTU",2009,0,-1.80773911396972,-0.650407678297256,-1.01521135969988
"LTU",2010,0,-1.60037268726089,-0.771783223618868,-1.13573026213272
"LTU",2011,0,-1.46072620239736,-0.850367560622919,-0.980221708897427
"LTU",2012,0,-1.40833907852548,-0.96108233269481,-0.984559547470141
"LTU",2013,0,-1.40803483080887,-1.01135778540471,-1.00742440631614
"LTU",2014,0,-1.50248773743214,-0.973319315740372,-0.988035857082261
"LTU",2015,0,-1.5336103629607,-0.921837333196347,-0.920298230809974
"LTU",2016,0,-1.56482528371456,-0.903768456480149,-1.13224439465915
"LTU",2017,0,-1.48666435624153,-0.946249071228193,-0.904645612128692
"LTU",2018,0,-1.45966417915269,-0.913368396423618,-0.877001126303209
"LTU",2019,0,-1.45548667025537,-0.839033621521258,-0.928169548133946
"LTU",2020,0,-1.54602299531533,-0.663653281333088,-0.945957395457835
"LTU",2021,0,-1.40977931952226,-0.60577446734909,-1.37318158438896
"MDG",1990,0,-2.74068203224174,-0.558388378328603,-1.52048337925242
"MDG",1991,0,-2.6772296155425,-0.653542573195209,-1.63716964617562
"MDG",1992,0,-2.72576897879919,-0.585578799441872,-1.40328770743831
"MDG",1993,0,-2.73134800731259,-0.473044516980574,-1.51962916954271
"MDG",1994,0,-2.54271598655689,-0.724238068458763,-1.52230261442129
"MDG",1995,0,-2.51352339949933,-0.609228329532006,-1.52082900360174
"MDG",1996,0,-2.67493422876329,-0.587270647476056,-1.37903134986799
"MDG",1997,0,-2.65698598281191,-0.671948289779545,-1.39302911876327
